Mean,Std
-465.25,60.188765563018485
-500.0,0.0
-500.0,0.0
-500.0,0.0
-500.0,0.0
-500.0,0.0
-500.0,0.0
-500.0,0.0
-475.5,42.4352447854375
-495.0,8.660254037844387
-500.0,0.0
-500.0,0.0
-437.75,107.82016277116261
-500.0,0.0
-479.25,35.94005425705421
-449.5,50.62361109205862
-401.25,70.02633433216393
-397.25,103.26029004414039
-362.25,80.98263702794569
-299.75,118.16170064788336
-308.0,111.5280233842598
-313.5,114.98369449621977
-277.5,137.51636266277552
-316.5,112.08144360240905
-255.75,141.17077424169636
-263.25,138.07312374245757
-275.0,131.53516640047255
-261.5,142.6069773889062
-202.25,69.39515472999538
-168.75,45.20163160771965
-164.75,60.6892700565759
-164.0,31.32890039564108
-122.75,23.23117517475171
-149.75,34.3247359785913
-129.25,16.768646337734005
-132.0,20.285462775100793
-121.75,14.00669482783144
-116.25,20.849160654568326
-124.5,5.123475382979799
-145.25,12.65652005884714
-157.0,19.27433526739638
-126.25,22.531921799970814
-121.25,14.184057952504283
-109.25,9.705024471890836
-112.5,9.937303457175895
-115.25,5.7608593109014565
-129.25,7.790218225441442
-124.75,6.179603547154137
-119.5,22.76510487566442
-120.0,31.28897569432403
-114.25,22.873292285982796
-129.5,30.614539029683264
-114.75,15.20485119953497
-110.75,12.173228823939851
-113.25,9.832980219648569
-133.25,11.121488209767612
-118.5,17.09532099727876
-117.5,19.704060495238032
-120.75,20.89706917249402
-109.5,13.756816492197604
-122.0,22.74862633215465
-107.75,12.65652005884714
-141.5,40.8319727664486
-119.5,20.74246851269154
-113.0,12.062338081814818
-107.25,22.65364209128413
-105.75,31.299960063872287
-112.75,15.31951369985353
-108.5,10.547511554864494
-107.0,10.074720839804943
-114.0,17.449928366615147
-115.75,21.087614848531352
-116.0,21.644860821913362
-149.5,35.344730866141845
-123.5,14.99166435056495
-127.5,19.96872554771586
-117.25,22.26404051379713
-100.0,19.32614809008769
-122.0,28.160255680657446
-112.0,3.605551275463989
-134.75,36.05117889889317
-155.75,70.1440482150838
-107.0,7.516648189186454
-126.25,51.402212987380224
-127.75,24.457871943405053
-110.75,22.465250944514285
-106.75,15.801503093060482
-101.25,12.336429791475327
-139.0,36.50342449688796
-108.75,21.787324296480282
-135.5,33.8710791088799
-113.5,24.591665254715874
-103.0,18.96048522585854
-138.0,41.773197148410844
-107.25,19.84155991851447
-107.25,14.446020213193666
-96.25,8.347903928532
-114.5,15.960889699512368
-115.75,19.84155991851447
-102.5,32.33032632065442
-124.5,18.405162319305962
-95.0,15.264337522473747
-110.5,17.00735135169495
-129.0,14.798648586948742
-113.0,16.867127793433
-112.5,17.269916039170543
-124.0,23.16246964380094
-114.25,21.288200957337846
-106.0,17.621010186706094
-112.0,16.658331248957683
-199.75,173.5948947982054
-104.0,24.01041440708594
-110.5,18.200274723201296
-126.75,17.151894939043906
-120.0,26.49528259898354
-130.5,39.752358420601915
-134.25,45.4938182613858
-137.0,21.50581316760657
-121.25,26.82699200432281
-102.0,21.621748310439653
-127.0,21.89748844045819
-127.25,15.690363284513205
-116.25,20.16649448962313
-132.5,39.928060308509856
-103.0,19.79898987322333
-140.0,26.372333988481188
-116.75,9.470348462437906
-151.75,69.07016360194899
-122.0,14.053469322555197
-128.5,25.666125535421198
-158.5,55.111251119893836
-116.75,16.723860200324566
-133.25,34.65093793824346
-106.0,22.079402165819616
-108.75,6.378675411086537
-121.25,29.13224158900238
-163.5,102.3095792191523
-119.75,14.042346669983617
-117.5,24.984995497297973
-158.75,55.165093129623195
-114.25,17.239127008059313
-100.0,17.10263137648707
-122.75,17.455300054711177
-120.75,16.708904811506947
-121.0,28.080242164197944
-105.25,14.376630342329875
-119.0,18.907670401189037
-103.25,11.60549438843516
-140.25,23.909987452945266
-140.0,34.25638626592128
-132.25,39.65712420234226
-165.0,34.44560929929967
-122.0,16.658331248957683
-113.25,10.662434056068061
-96.5,27.390691849604675
-111.5,33.4776044543214
-142.0,14.247806848775006
-133.75,19.09679292446771
-136.0,26.972207918522354
-135.5,58.74308469939249
-103.75,12.695963925594622
-119.75,20.980645843252777
-126.25,20.873128658636684
-134.75,9.364160400164021
-124.5,43.31570154112709
-115.75,26.864242032858474
-132.75,19.60070151805797
-156.75,54.73287403380166
-135.5,36.15591237958185
-118.5,16.740669042783207
-111.75,11.321991874224253
-123.0,24.372115213907882
-167.0,67.63135367564367
-161.5,37.69283751589949
-141.0,30.008332176247315
-131.0,31.843366656181317
-118.0,33.18132004607411
-136.75,42.87408891160254
-138.75,33.81105588413352
-134.75,37.13068138345969
-143.5,41.93745342769396
-155.25,48.40648200396306
-155.0,60.14149981501958
-178.0,122.70696801730536
-147.0,38.80077318817242
-181.5,66.77761601015717
-159.75,99.91340000220191
-206.5,67.92827099227537
-133.25,34.585943676586304
-143.0,66.09462913126906
-163.25,72.20240646959076
-177.5,105.6941341797169
-126.75,31.657345119261027
-117.0,21.18962010041709
-119.5,32.283896914715854
-129.0,12.020815280171307
-136.5,36.093628246547894
-142.0,44.68221122549778
-132.0,37.275997639231605
-136.75,53.45266597654415
-129.5,41.28861828639946
-107.75,19.727835664360143
-110.25,22.049659861322123
-129.25,39.18146883413127
-122.0,41.07919181288746
-115.0,30.86259872402193
-101.75,17.383541066192468
-104.5,17.741194999210173
-102.25,11.648497757221744
-109.0,17.161002301730512
-157.25,48.8383814228113
-144.75,39.60034722069997
-125.25,6.417748826496718
-107.75,8.870597499605086
-97.5,9.912113800799505
-107.25,12.397076268217438
-108.75,12.754901018824098
-112.75,29.92803869283786
-119.0,17.74823934929885
-119.0,15.748015748023622
-119.75,24.283482040267618
-159.75,65.21646647894993
-120.0,29.444863728670914
-115.0,9.433981132056603
-116.5,29.609964538985857
-107.75,23.8681272830526
-118.5,38.23937760999779
-165.25,77.28963384568463
-130.25,54.32943493172002
-179.0,72.42237223399962
-105.0,24.06241883103193
-140.75,42.310607417053234
-118.75,21.924586655168667
-119.5,25.04495957273639
-121.0,40.50925820105819
-118.25,20.980645843252777
-115.0,9.797958971132712
-154.0,63.619965419669946
-137.75,44.476819805377275
-177.0,105.31619058815221
-120.25,24.993749218554626
-136.75,48.31342980994001
-125.75,49.98187171365234
-125.25,32.080952292598795
-146.5,75.43374576408094
-133.5,36.513696060519536
-106.25,22.30891077574161
-124.75,29.303370113350443
-149.25,59.9014816177363
-117.5,19.267848867997692
-118.0,24.535688292770594
-162.75,63.511317889018805
-127.75,49.052905112745364
-161.75,34.03215391361528
-135.75,21.602951187279945
-97.5,12.737739202856996
-207.25,169.97113725571174
-134.75,52.869532814277825
-114.25,24.128561913218117
-150.5,52.002403790594144
-148.75,16.391689967785506
-132.25,40.23291562887283
-141.75,35.89829383132296
-118.0,24.320773014030618
-122.75,36.72448093574639
-110.75,30.914195768287424
-116.5,24.438698819699873
-133.5,47.124834217215025
-134.5,30.467195473164246
-117.75,24.416951079117148
-116.75,27.589626673806226
-122.75,36.244827217135416
-142.25,71.26140259635646
-125.5,41.31283093664727
-121.5,31.38072656902641
-204.5,173.04406953143467
-147.0,40.80441152620633
-179.75,51.402212987380224
-121.25,34.18607172519241
-134.0,39.61691557908061
-120.25,34.513584282134474
-121.0,54.419665563103194
-132.25,59.343807596075266
-122.5,39.67681942898145
-163.5,63.62978862136821
-103.75,30.50717128807586
-123.5,31.957002362549588
-114.25,21.533404282648853
-136.5,37.818646194701365
-138.25,66.7921215413914
-116.75,24.31434761617099
-135.0,16.416455159382004
-126.75,34.18607172519241
-116.5,20.886598574205422
-112.25,28.86498744153546
-137.75,46.48857386498321
-116.25,23.60481942316018
-107.5,25.927784324928346
-107.0,30.405591591021544
-97.75,17.498214194597114
-132.25,21.741377601246892
-128.5,35.344730866141845
-130.25,39.219733553403955
-111.5,37.24580513292739
-140.75,33.12382073372575
-120.5,27.654113618049667
-109.0,25.990382836734053
-127.0,29.257477676655586
-116.5,26.31064423384574
-215.25,165.28668276664033
-101.75,12.537443918119834
-134.0,43.78926809162263
-108.5,17.89553016817328
-128.75,34.17144275561101
-144.25,60.00572889316486
-130.25,45.90955782840867
-126.0,19.836834424877374
-114.75,8.842369591913696
-217.75,165.06267748949185
-150.75,69.57864255646268
-110.25,12.397076268217438
-155.0,38.255718526777144
-130.0,36.91882988394946
-119.75,11.562331079847178
-107.25,36.42372166596928
-95.75,25.498774480354932
-117.25,29.38005275693017
-126.75,39.95231532714969
-127.0,59.61124055075519
-120.5,52.35217282978807
-131.75,52.65631491093922
-119.75,27.8691137282835
-124.0,45.32107677449864
-154.0,54.24020648928247
-152.75,34.43381332353418
-124.0,51.288400248009296
-116.5,41.47589661478098
-143.75,91.52970829189832
-132.25,45.71856843778029
-170.0,90.87904048789248
-128.25,50.77585548269965
-151.75,61.71456473151212
-126.5,49.78704650810289
-135.0,78.124899999936
-116.5,56.58842637854493
-139.0,59.2452529743945
-182.0,94.32125953357493
-182.0,72.89032857656768
-147.5,56.32716928800878
-150.5,62.04232426336073
-132.75,47.04452678048744
-145.0,67.07458535093602
-123.0,46.38426457323647
-170.5,54.09482415166907
-140.5,73.72414801135379
-134.0,42.26700841081611
-145.25,81.33380293580278
-115.75,41.390669238368204
-136.25,55.485921637835304
-134.75,46.794096849923285
-130.25,65.52623520392423
-140.25,69.96561655556249
-146.75,45.007638240636446
-147.5,56.94514904713131
-137.5,68.28433202426454
-160.25,126.50172923719265
-157.5,94.9802611072427
-142.0,45.727453460694704
-173.0,52.53094326204318
-139.5,49.30770730829005
-173.75,84.62970814081778
-195.75,176.25886502528036
-140.25,73.35657775550874
-159.5,99.38435490558864
-137.0,70.83431371870557
-152.75,104.83171037429467
-186.25,115.69869273245916
-143.5,87.0933407328023
-141.5,66.68395609140178
-126.5,67.64798592715086
-144.0,95.53271690892079
-154.0,88.10505093353048
-169.75,111.4728105862591
-144.0,72.28761996358713
-150.25,92.3481862301583
-130.5,61.06349154773251
-182.25,110.43408667617078
-147.0,71.14773362518304
-134.25,71.53451963912248
-146.75,54.48107469571429
-179.75,81.23846071904612
-135.5,59.3990740668573
-151.0,81.04011352410608
-131.0,62.48599843164867
-174.25,124.19415243883265
-164.25,108.46744903426097
-142.25,51.368156478503295
-165.75,80.96720014919622
-135.5,62.17113478134367
-211.5,168.4183778570498
-184.75,118.98398001411786
-138.5,60.55782360686355
-217.5,164.72780578882242
-135.25,64.12634014194167
-151.0,63.25345840347388
-166.5,49.892384188370876
-132.75,32.69078616368839
-134.25,43.694250193818405
-122.5,44.71297350881509
-133.75,42.18634257671551
-126.5,49.26712900098807
-109.5,16.00781059358212
-113.0,37.59654239421492
-114.5,32.198602454143874
-115.5,33.53729267546801
-158.5,25.154522456210533
-112.75,34.78056210011563
-165.75,91.49146135022656
-148.5,47.91920283143283
-140.5,47.91920283143283
-119.5,40.11545836706842
-113.0,30.87879531328902
-123.25,49.75628101054178
-123.75,45.350716642628704
-126.0,36.796738985948195
-122.75,19.715159142142372
-126.75,39.43586565551718
-127.5,41.47589661478098
-116.25,37.93003427364653
-129.0,39.75550276376844
-118.25,27.535204738661378
-122.75,48.53542520674976
-126.5,29.0215437218629
-121.5,53.002358438092166
-126.0,36.52396473549935
-133.0,46.98403984333403
-122.75,35.470938809115275
-113.75,16.843025262701474
-130.5,45.0249930594109
-133.5,52.27092882281699
-134.75,48.58176098084547
-140.75,48.31342980994001
-137.25,42.67537346058028
-116.5,27.581696829600602
-121.5,31.68990375498165
-124.0,41.91061917939175
-166.75,13.663363421939708
-127.75,37.93003427364653
-124.25,37.97614382740828
-125.5,26.547127904916568
-154.0,65.41788746206957
-111.25,24.81305100143874
-121.5,37.5
-161.0,55.2675311552814
-128.25,39.63190003015248
-132.75,43.80282525134652
-121.25,27.086666461563706
-149.25,76.37530687336059
-136.75,31.379730719048563
-128.25,47.087020504593404
-140.0,51.56064390598706
-125.5,40.33298897924626
-148.75,56.71144064472353
-138.0,34.70590727815655
-138.0,30.700162866017504
-113.25,38.382124745771954
-137.0,41.237119201030524
-121.25,29.24358904101889
-123.75,37.67874069020885
-140.5,41.00304866714181
-129.0,12.864680330268607
-103.25,35.9887135085432
-130.0,30.01666203960727
-129.0,58.42088667591412
-117.5,37.5532954612508
-119.5,47.762432936357
-120.75,26.21426138574192
-115.25,32.7366384957283
-109.75,26.52710877574109
-129.75,42.23372467590326
-126.75,43.170447067409434
-123.5,38.91336531321854
-112.0,21.66794868002045
-149.25,62.98561343672061
-139.75,38.192767639960316
-122.0,37.23573552382174
-121.75,35.29429840639986
-135.25,42.29287765097097
-125.5,32.13642792844283
-129.25,38.07476198218447
-113.75,30.914195768287424
-119.75,28.021197333447407
-121.25,35.223394214640926
-134.0,85.27895402735659
-130.5,39.525308347943344
-128.5,25.617376914898998
-145.75,69.2761683409237
-114.5,31.22098653149833
-142.5,34.04776057246644
-138.5,43.98579316097415
-122.5,39.24601890638081
-132.25,59.415381005258226
-106.25,34.79493497622894
-140.25,62.39541249162473
-127.5,41.2583324917525
-117.0,36.3318042491699
