Mean,Std
22.6,3.2619012860600183
26.2,14.048487463068756
16.8,9.389355675444401
22.2,15.44538766104626
19.0,5.329165037789691
26.4,8.499411744350311
21.2,6.20966987850401
28.2,8.255906976220118
19.4,11.586198686368192
27.2,7.984985911070852
23.2,11.01635148313633
27.2,9.453041838477178
19.8,4.261455150532504
31.2,21.226398658274558
29.4,16.40243884305014
27.0,3.4641016151377544
23.6,9.58331884056875
18.8,4.1182520563948
25.8,10.814804667676619
29.4,20.04594722132132
25.2,9.108238029388561
16.6,3.7735924528226414
23.6,6.6211781428987395
20.8,9.239047569960878
24.2,9.410632284814874
25.0,9.899494936611665
29.8,13.717142559585799
28.8,10.127191120937729
30.6,17.783138080777533
28.2,13.760813929415658
23.4,6.468384651518491
33.8,10.571660229122008
45.0,17.216271373325874
22.8,3.1874754901018454
27.4,10.248902380255165
33.2,12.073110618229256
19.0,3.286335345030997
37.8,17.971087891388212
41.2,25.49039034616771
30.6,6.086049621881176
34.8,25.51391777050322
36.8,16.06735821471595
29.8,11.408768557561329
33.2,12.056533498481228
45.6,19.945926902503178
21.4,7.657675887630659
20.6,4.498888751680798
43.4,27.096863287103915
24.0,10.658330075579382
39.0,19.01578291840754
42.4,15.831613941730641
34.6,23.2946345753695
27.2,9.537295214053092
28.4,10.365326815879952
37.0,6.985699678629192
36.2,16.400000000000002
37.6,18.084247288731707
31.6,7.4993333037010705
39.0,27.195587877448062
19.8,7.0823724838503095
44.8,35.991110013446374
42.2,17.46310396235446
27.4,8.357032966310472
38.4,22.464193731358353
28.6,13.879481258317979
41.6,14.051334456200237
25.2,10.02796090937734
37.6,21.490463001061656
46.2,20.252407264322926
36.0,16.06237840420901
36.4,18.618270596379247
30.6,19.794948850653796
34.2,14.274452704044384
44.8,27.88117644576713
35.6,11.943198901466893
34.8,21.54437281519237
40.6,17.624982269494627
47.2,17.88183435780569
43.8,18.882796403075474
50.6,22.878811157925142
41.2,20.730653631759903
34.2,18.137254478007414
43.8,29.130053209700804
58.4,8.404760555780278
66.2,53.476723908631506
42.0,20.039960079800558
38.2,25.10298786997277
61.8,28.385911998736276
40.8,10.64706532336493
54.0,15.987495113369073
44.6,17.41952927033334
61.4,35.76366871561138
49.8,15.625619987699688
61.8,35.857495729623956
45.8,33.83725757209056
38.6,13.705473359209451
36.4,10.55651457631732
56.8,17.440183485273312
54.0,32.09361307176243
30.8,9.785703858180055
43.2,31.25635935293808
74.6,44.960427044235246
37.8,12.765578717786358
62.8,51.66584945590268
58.6,23.787391618250204
29.4,6.829348431585549
56.0,38.98204714993813
34.0,20.89976076418101
41.8,24.136279746472944
60.8,33.90221231719252
45.2,23.318662054243163
50.4,11.200000000000001
117.6,62.75858507009221
58.4,26.612778885340028
79.2,30.668550666766112
93.8,43.96998976574818
55.8,9.641576634555161
50.4,25.617181734140857
64.0,38.930707674020006
49.8,17.55448660599335
42.2,22.417850030723287
70.0,24.40491753725056
57.2,43.65959230226503
46.6,19.895728184713423
59.2,40.151712292254736
37.2,13.422369388450013
62.0,16.211107303327555
88.0,36.43075623700392
81.6,48.836871316659916
50.4,21.42521878534733
63.6,14.485855169785456
59.0,52.15361924162119
76.6,43.398617489500744
89.4,27.875437216302096
48.4,30.295874306578447
57.6,32.36417772785213
59.8,19.507947098554478
70.4,30.38157336281319
73.6,42.95392880750258
78.2,36.15743353724099
84.8,38.87106893307669
65.2,14.579437574886077
61.8,26.187019685332654
87.0,38.005262793460595
82.6,17.3735431043872
54.6,18.906083676954356
45.6,28.506841284154934
88.8,49.17479028933423
55.8,11.872657663724663
79.2,18.00444389588304
50.6,18.67190402717409
74.4,40.62314611154582
101.8,65.81002963074855
92.6,66.66213317918952
95.6,28.224811779709
61.6,23.148218073968458
101.6,28.555910071296974
100.2,60.76643810525675
68.0,14.724129855444769
149.4,41.25336349923482
70.0,43.685237781200186
61.6,20.693960471596537
112.0,40.953632317536865
132.8,77.58711233188151
