Mean,Std
-500.0,0.0
-500.0,0.0
-491.2,17.6
-422.8,95.76095237621648
-424.4,93.63033696404173
-363.4,163.8775152362276
-332.4,148.29780848009858
-249.6,129.29439276318212
-286.6,140.02085558944424
-226.0,144.42575947524043
-197.4,68.5028466561792
-210.2,145.82784370620035
-142.4,36.025546491344166
-106.8,18.73392644375439
-147.2,62.82483585334704
-153.2,22.049036260118037
-146.0,43.3358973600409
-102.0,28.642625577973817
-223.8,93.70464236098445
-134.6,39.15405470701597
-125.8,25.794573072644564
-165.0,72.21911104409968
-137.6,44.6165888431646
-154.0,38.88444419044716
-165.0,50.37062636100528
-169.2,63.847944367849465
-128.6,40.272074692024496
-107.4,9.971960689854328
-202.8,120.37674193962886
-208.6,155.99564096473978
-186.8,161.30889622088424
-127.0,50.54502942921292
-153.8,91.77014765161925
-113.6,21.341040274550814
-94.6,11.568923891183656
-105.6,34.76550014022522
-125.0,30.822070014844883
-147.8,86.60577347960124
-116.8,46.96126063043879
-80.2,11.7881296226331
-133.2,37.828031934003654
-144.4,55.029446662673244
-239.8,138.66131399925504
-183.0,105.49502357931392
-138.6,57.0634734309085
-194.2,104.0949566501663
-102.0,31.641744578957717
-139.4,61.92769977966241
-118.8,34.10806356274129
-129.8,84.18408400642012
-138.6,70.6019829749845
-108.4,37.5744594106156
-162.0,101.50270932344614
-132.4,35.584266186054755
-123.0,72.98492995132625
-110.4,46.84271554895168
-126.6,41.224264699324834
-112.0,50.762190654068505
-116.4,35.35873300897531
-116.6,37.467852887508776
-105.0,32.53920712002676
-107.6,35.37004382242125
-93.8,12.302845199383759
-98.8,21.80275211985863
-89.8,35.907659350060676
-97.8,42.13976744121875
-130.0,69.7853852894716
-83.4,13.937001112147477
-115.2,65.97999696877835
-109.2,57.915110290838605
-98.2,38.89164434682596
-89.2,17.58863269273652
-94.4,31.71498068736603
-84.6,11.447270417003349
-86.8,20.5367962447895
-90.0,4.2895221179054435
-85.8,21.027600909281116
-106.2,32.560098279949955
-118.2,63.63458179323566
-99.0,29.886451780029024
-86.6,16.823792675850473
-175.0,163.3364625550584
-85.6,11.092339699089639
-84.8,5.035871324805668
-99.4,12.240914998479484
-98.4,13.45511055324333
-85.0,14.028542333400146
-73.0,8.17312669668102
-76.4,10.8
-87.2,13.644046320648432
-81.2,12.383860464330175
-84.4,17.613631085043195
-86.4,15.396103403134184
-94.2,18.626862323000083
-85.2,10.533755265810953
-98.0,22.135943621178654
-94.4,18.2931681236466
-98.0,26.525459468216567
-77.6,10.762899237658969
-93.8,41.29600464936045
-104.8,20.8940182827526
-86.8,9.703607576566563
-77.4,4.409081537009721
-80.4,12.626955294131678
-89.4,14.44437606821423
-106.8,42.98557897714069
-85.0,15.697133496278868
-101.8,53.84570549263887
-93.2,20.62425756239482
-100.0,38.0946190425892
-76.6,8.212186067059124
-74.4,5.535341001239218
-96.6,20.095770699328753
-82.0,14.656056768449009
-91.4,16.98940846527624
-88.0,12.89961239727768
-94.2,13.876599006961325
-82.2,12.936769303036982
-78.6,3.4409301068170506
-86.6,19.80504986108341
-78.8,12.796874618437114
-87.6,12.175385004179539
-96.0,24.47856204927079
-98.4,12.877888025604198
-77.4,12.191800523302536
-86.6,22.791226382097122
-80.8,8.930845424706442
-90.2,11.124747188138704
-82.6,17.46539435569664
-81.8,20.232646885664764
-74.0,7.848566748139434
-101.6,22.70330372434814
-111.4,43.2601433192263
-87.2,13.044539087296261
-91.0,37.98420724459048
-86.4,16.0822883943797
-86.0,13.754999091239519
-71.8,9.260669522232181
-92.2,14.358272876638054
-79.4,15.640971836813723
-69.2,3.8157568056677826
-96.2,34.70100863087412
-85.8,18.170305445974208
-66.8,3.3105890714493698
-88.0,14.38054240979804
-75.0,10.954451150103322
-81.6,16.144348856488453
-93.2,19.487431847218865
